X	Y	Z	Scalar_field	Scalar_field_2	Scalar_field_3	Scalar_field_4	Scalar_field_5	R	G	B
745422.31999969	5205991.63000488	1865.70996094	364.000000	948.000000	475.000000	2401.000000	5422.000000	58	88	55
745418.15000153	5205991.44999695	1856.35998535	210.000000	1065.000000	213.000000	2209.000000	4041.000000	21	101	28
745421.31999969	5205990.05999756	1862.32995605	348.000000	855.000000	425.000000	2178.000000	4421.000000	51	79	52
745420.55999756	5205990.21000671	1861.47998047	278.000000	720.000000	341.000000	1678.000000	3519.000000	39	64	40
745420.41999817	5205990.24000549	1863.18005371	231.000000	562.000000	312.000000	1483.000000	3063.000000	35	48	32
745418.72000122	5205992.46000671	1864.44995117	405.000000	869.000000	468.000000	1973.000000	3935.000000	57	80	62
745420.12000275	5205990.44000244	1861.33996582	574.000000	1178.000000	747.000000	2790.000000	4383.000000	97	113	92
745420.05000305	5205990.33000183	1862.15002441	771.000000	1290.000000	945.000000	2974.000000	4606.000000	125	125	127
745422.16999817	5205995.16999817	1866.29003906	300.000000	610.000000	346.000000	1596.000000	3250.000000	40	53	44
745420.11000061	5205991.00000000	1865.06005859	417.000000	978.000000	564.000000	2477.000000	4840.000000	71	92	64
745417.91999817	5205991.36000061	1862.86999512	147.000000	503.000000	183.000000	1152.000000	2510.000000	17	41	17
745418.91000366	5205992.58999634	1855.81005859	438.000000	1473.000000	481.000000	4225.000000	7196.000000	59	144	68
745420.16000366	5205990.50999451	1855.97998047	550.000000	2180.000000	603.000000	5659.000000	8333.000000	76	219	88
745418.37000275	5205991.72000122	1856.81994629	462.000000	1216.000000	719.000000	3258.000000	4638.000000	93	117	72
745421.73000336	5205995.97000122	1863.35998535	132.000000	375.000000	179.000000	1036.000000	2005.000000	16	28	14
745419.83999634	5205996.02999878	1865.90002441	488.000000	933.000000	599.000000	2304.000000	4760.000000	76	87	77
745418.52999878	5205992.14999390	1860.36999512	166.000000	261.000000	174.000000	814.000000	1910.000000	15	16	20
745419.26000214	5205996.50000000	1863.26000977	197.000000	563.000000	244.000000	1378.000000	2485.000000	25	48	26
745419.05000305	5205996.49000549	1865.13000488	575.000000	1157.000000	730.000000	2524.000000	4764.000000	94	111	92
745419.00000000	5205996.50000000	1864.03002930	239.000000	699.000000	312.000000	1607.000000	3204.000000	35	62	33
745419.37000275	5205991.88999939	1858.26000977	403.000000	881.000000	497.000000	2116.000000	3770.000000	61	81	62
745419.66000366	5205990.63999939	1863.39001465	365.000000	856.000000	446.000000	2120.000000	4509.000000	54	79	55
745422.05000305	5205991.25999451	1865.13000488	391.000000	971.000000	483.000000	2494.000000	5112.000000	59	91	60
745423.69000244	5205992.38999939	1864.18994141	530.000000	1098.000000	645.000000	2413.000000	4061.000000	82	104	84
745419.12000275	5205991.83000183	1865.15002441	392.000000	1032.000000	529.000000	2628.000000	5544.000000	66	97	60
745418.62999725	5205991.11000061	1862.45996094	282.000000	733.000000	319.000000	1690.000000	3408.000000	36	66	41
745423.30999756	5205991.60000610	1855.34997559	226.000000	758.000000	232.000000	1838.000000	3337.000000	23	68	31
745419.34999847	5205996.49000549	1862.93005371	315.000000	494.000000	307.000000	1303.000000	2153.000000	34	40	47
745418.50000000	5205993.30999756	1857.36999512	246.000000	648.000000	294.000000	1627.000000	3105.000000	32	57	34
745419.51999664	5205992.55000305	1856.30004883	441.000000	1068.000000	603.000000	2373.000000	4190.000000	76	101	69
745419.20999908	5205991.58000183	1857.90002441	314.000000	681.000000	420.000000	1579.000000	2819.000000	50	60	46
745418.73999786	5205993.13999939	1856.68994141	473.000000	894.000000	526.000000	2232.000000	4284.000000	65	83	74
745419.13999939	5205991.52000427	1863.85998535	272.000000	703.000000	374.000000	1746.000000	4075.000000	44	63	39
745419.19000244	5205991.53999329	1864.68994141	354.000000	960.000000	458.000000	2387.000000	4857.000000	56	90	53
745422.80000305	5205995.14999390	1865.83996582	307.000000	929.000000	419.000000	2156.000000	4410.000000	50	86	45
745419.76000214	5205990.88000488	1864.22998047	370.000000	912.000000	472.000000	2246.000000	4601.000000	58	85	56
745420.91000366	5205991.17999268	1866.01000977	298.000000	746.000000	418.000000	1767.000000	3841.000000	50	67	44
745420.56999969	5205990.41999817	1864.29003906	481.000000	1064.000000	623.000000	2575.000000	4855.000000	79	101	76
745421.30000305	5205990.11999512	1862.50000000	374.000000	918.000000	436.000000	2192.000000	4308.000000	53	85	57
745422.31999969	5205990.36000061	1862.46997070	194.000000	752.000000	397.000000	1569.000000	2922.000000	47	68	25
745421.08000183	5205991.19999695	1855.55004883	523.000000	1122.000000	669.000000	2943.000000	4841.000000	86	107	83
745419.37999725	5205996.08999634	1865.68994141	385.000000	701.000000	413.000000	1539.000000	3251.000000	49	62	59
745418.34999847	5205992.82000732	1865.69995117	615.000000	1204.000000	760.000000	2634.000000	4762.000000	99	116	99
745419.00000000	5205996.61999512	1860.86999512	163.000000	319.000000	186.000000	624.000000	1456.000000	17	22	20
745418.95999908	5205996.61999512	1862.34997559	212.000000	367.000000	327.000000	590.000000	1297.000000	37	27	28
745420.94000244	5205990.72000122	1865.03002930	557.000000	1145.000000	707.000000	2596.000000	4909.000000	91	109	89
745417.80000305	5205991.77000427	1863.61999512	270.000000	732.000000	358.000000	1782.000000	3514.000000	41	66	39
745423.37999725	5205991.72999573	1855.47998047	157.000000	535.000000	198.000000	1257.000000	2488.000000	19	45	19
745420.51000214	5205996.52000427	1856.14001465	197.000000	807.000000	206.000000	1733.000000	3295.000000	20	74	26
745420.09999847	5205991.38999939	1856.01000977	412.000000	1103.000000	574.000000	2697.000000	4502.000000	72	105	64
745418.84999847	5205993.49000549	1865.69995117	380.000000	837.000000	435.000000	1965.000000	3831.000000	52	77	58
745420.86000061	5205990.92999268	1865.10998535	533.000000	1037.000000	679.000000	2296.000000	4296.000000	87	98	85
745422.72000122	5205995.41999817	1865.31994629	389.000000	874.000000	466.000000	2300.000000	4115.000000	57	81	60
745419.19000244	5205996.47999573	1864.52001953	539.000000	1286.000000	755.000000	2963.000000	5320.000000	98	124	86
745418.56999969	5205993.13999939	1858.06005859	481.000000	1015.000000	523.000000	2445.000000	4751.000000	65	96	76
745418.55000305	5205993.17999268	1857.23999023	236.000000	491.000000	225.000000	1342.000000	3108.000000	23	40	33
745420.11000061	5205996.00999451	1865.40002441	399.000000	1090.000000	414.000000	2806.000000	5478.000000	49	104	61
745419.16999817	5205996.57000732	1861.14001465	242.000000	438.000000	254.000000	1046.000000	1788.000000	27	34	34
745419.11000061	5205996.46000671	1862.00000000	369.000000	698.000000	389.000000	1438.000000	3082.000000	46	62	56
745419.08999634	5205996.47999573	1863.76000977	390.000000	884.000000	472.000000	1740.000000	3593.000000	58	82	60
745418.08999634	5205992.19999695	1856.38000488	451.000000	1662.000000	538.000000	4052.000000	6167.000000	67	164	70
745422.05999756	5205995.61999512	1864.68994141	342.000000	791.000000	387.000000	1659.000000	2986.000000	46	72	51
745421.97000122	5205995.57000732	1865.61999512	403.000000	1120.000000	427.000000	2537.000000	5251.000000	51	107	62
745420.15000153	5205996.14999390	1865.03002930	358.000000	784.000000	387.000000	1939.000000	3908.000000	46	71	54
745418.93000031	5205992.27000427	1859.06994629	146.000000	322.000000	182.000000	889.000000	2067.000000	16	22	17
745419.27999878	5205995.97000122	1866.17004395	446.000000	1040.000000	619.000000	2544.000000	4820.000000	79	98	70
745422.52999878	5205996.38000488	1863.22998047	361.000000	980.000000	492.000000	1980.000000	3864.000000	61	92	55
745421.34999847	5205990.96000671	1864.89001465	360.000000	924.000000	495.000000	2373.000000	4647.000000	61	86	54
745417.94000244	5205991.89999390	1864.02001953	346.000000	937.000000	466.000000	2263.000000	4335.000000	57	87	52
745418.90000153	5205991.16999817	1862.45996094	324.000000	730.000000	387.000000	1755.000000	3425.000000	46	65	48
745419.38999939	5205990.63999939	1862.90002441	342.000000	928.000000	444.000000	2400.000000	4856.000000	54	86	51
745422.08000183	5205990.52999878	1863.14001465	481.000000	1112.000000	681.000000	2694.000000	5009.000000	88	106	76
745419.08999634	5205991.35000610	1863.34997559	335.000000	829.000000	374.000000	2279.000000	4746.000000	44	76	50
745421.19999695	5205989.97999573	1860.73999023	182.000000	565.000000	263.000000	1290.000000	2728.000000	28	48	23
745422.15000153	5205991.61999512	1865.98999023	372.000000	820.000000	457.000000	2068.000000	4487.000000	56	75	57
745423.27999878	5205991.75000000	1863.35998535	269.000000	717.000000	342.000000	1890.000000	3779.000000	39	64	38
745418.40000153	5205993.25000000	1858.45996094	156.000000	408.000000	225.000000	960.000000	1979.000000	23	31	19
745417.69000244	5205992.36999512	1864.22998047	338.000000	973.000000	462.000000	2313.000000	4360.000000	56	91	51
745421.31999969	5205991.55999756	1856.94995117	444.000000	1116.000000	548.000000	2548.000000	4886.000000	69	106	69
745421.34999847	5205990.05000305	1857.34997559	270.000000	689.000000	343.000000	1316.000000	2596.000000	39	61	39
745422.79000092	5205995.52999878	1864.45996094	428.000000	1021.000000	471.000000	2400.000000	4805.000000	58	96	66
745418.84999847	5205990.88000488	1861.88000488	353.000000	821.000000	425.000000	1864.000000	3732.000000	51	75	53
745422.81999969	5205995.22999573	1865.52001953	205.000000	512.000000	267.000000	1205.000000	2668.000000	28	42	27
745420.51000214	5205996.42999268	1864.72998047	425.000000	1027.000000	536.000000	2282.000000	4507.000000	67	97	66
745419.47000122	5205991.25000000	1864.43994141	413.000000	1007.000000	523.000000	2494.000000	4893.000000	65	95	64
745419.37000275	5205996.22999573	1865.54003906	361.000000	828.000000	426.000000	1996.000000	3899.000000	51	76	55
745418.37999725	5205992.75999451	1865.57995605	623.000000	1233.000000	763.000000	2782.000000	4946.000000	99	119	101
745421.73999786	5205991.32000732	1865.52001953	478.000000	969.000000	582.000000	2304.000000	4920.000000	73	91	75
745421.30000305	5205990.47999573	1863.80004883	396.000000	846.000000	498.000000	2033.000000	3930.000000	61	78	61
745421.25000000	5205989.99000549	1861.56005859	402.000000	978.000000	481.000000	2216.000000	4139.000000	59	92	62
745423.34999847	5205992.38999939	1864.63000488	324.000000	829.000000	415.000000	2072.000000	4193.000000	50	76	48
745423.37999725	5205991.53999329	1854.91003418	157.000000	467.000000	216.000000	1119.000000	2125.000000	21	37	19
745422.73000336	5205995.08999634	1866.17004395	396.000000	991.000000	487.000000	2306.000000	4879.000000	60	93	61
745422.69000244	5205995.72999573	1864.15002441	314.000000	839.000000	450.000000	1943.000000	3789.000000	55	77	46
745422.72000122	5205995.57000732	1865.01000977	354.000000	984.000000	489.000000	2386.000000	4921.000000	60	92	53
745421.80999756	5205990.38000488	1862.91003418	385.000000	956.000000	516.000000	2390.000000	4709.000000	64	89	59
745421.34999847	5205990.10000610	1862.50000000	369.000000	905.000000	471.000000	2145.000000	4181.000000	58	84	56
745420.83999634	5205990.46000671	1864.45996094	481.000000	1068.000000	608.000000	2623.000000	4900.000000	77	101	76
745417.88999939	5205992.25999451	1864.38000488	490.000000	1218.000000	643.000000	2820.000000	5347.000000	82	117	77
745419.69000244	5205990.67999268	1863.56005859	384.000000	960.000000	491.000000	2409.000000	4883.000000	60	90	59
745420.44999695	5205990.24000549	1863.61999512	260.000000	697.000000	352.000000	1819.000000	3987.000000	41	62	37
745422.02999878	5205991.32000732	1865.30004883	402.000000	1002.000000	493.000000	2461.000000	5143.000000	61	94	62
745422.62999725	5205991.99000549	1866.02001953	355.000000	879.000000	439.000000	2383.000000	4785.000000	53	81	54
745423.66000366	5205992.44000244	1864.42004395	421.000000	878.000000	489.000000	2027.000000	3696.000000	60	81	65
745420.51000214	5205996.52999878	1856.07995605	191.000000	834.000000	206.000000	1771.000000	3294.000000	20	76	25
745419.40000153	5205996.30000305	1865.38000488	330.000000	888.000000	439.000000	2080.000000	4168.000000	53	82	49
745421.19000244	5205989.92999268	1860.02001953	200.000000	487.000000	274.000000	1029.000000	2140.000000	29	40	26
745418.00000000	5205992.88999939	1864.22998047	306.000000	612.000000	385.000000	1416.000000	2550.000000	45	53	45
745423.30999756	5205991.30999756	1863.38000488	454.000000	1126.000000	630.000000	2634.000000	4722.000000	80	107	71
745419.77999878	5205990.30999756	1861.88000488	251.000000	561.000000	282.000000	1371.000000	3046.000000	31	47	35
745423.37999725	5205991.53999329	1854.91003418	164.000000	474.000000	226.000000	1124.000000	2131.000000	23	38	20
745420.01000214	5205996.00000000	1866.00000000	267.000000	714.000000	361.000000	2132.000000	4804.000000	42	64	38
745421.34999847	5205990.05000305	1857.34997559	270.000000	689.000000	343.000000	1316.000000	2596.000000	39	61	39
745421.29000092	5205990.02000427	1855.43005371	216.000000	407.000000	350.000000	858.000000	1583.000000	40	31	29
745422.05999756	5205995.61999512	1864.68994141	342.000000	791.000000	387.000000	1659.000000	2986.000000	46	72	51
745422.05999756	5205995.53999329	1865.50000000	335.000000	978.000000	374.000000	2224.000000	4664.000000	44	92	50
745421.11000061	5205990.50999451	1864.45996094	401.000000	1036.000000	550.000000	2614.000000	4784.000000	69	98	62
745420.83000183	5205990.11000061	1861.84997559	337.000000	828.000000	410.000000	2076.000000	4032.000000	49	76	50
745419.26000214	5205991.61000061	1859.76000977	480.000000	818.000000	521.000000	2055.000000	3484.000000	65	75	76
745418.06999969	5205993.11999512	1864.57995605	219.000000	475.000000	260.000000	1202.000000	2353.000000	27	38	30
745421.33999634	5205990.35000610	1856.71997070	190.000000	554.000000	293.000000	1211.000000	2372.000000	32	47	25
745421.51999664	5205990.17999268	1862.67004395	328.000000	828.000000	416.000000	2102.000000	4519.000000	50	76	49
745420.19999695	5205991.57000732	1857.40002441	435.000000	957.000000	559.000000	2320.000000	4297.000000	70	89	68
745418.88999939	5205992.07000732	1864.41003418	251.000000	560.000000	272.000000	1466.000000	3282.000000	29	47	35
745419.02999878	5205990.44999695	1862.28002930	440.000000	1000.000000	564.000000	2480.000000	4388.000000	71	94	68
745420.88999939	5205990.22999573	1864.00000000	471.000000	1084.000000	570.000000	2633.000000	5025.000000	72	103	74
745420.98999786	5205990.14999390	1863.10998535	352.000000	907.000000	454.000000	2441.000000	4576.000000	55	84	53
745423.41999817	5205992.80000305	1865.66003418	459.000000	1145.000000	588.000000	2616.000000	4891.000000	74	109	72
745422.52999878	5205991.25999451	1864.03002930	383.000000	952.000000	472.000000	2292.000000	4528.000000	58	89	58
745418.20999908	5205991.25999451	1862.36999512	288.000000	667.000000	258.000000	1383.000000	2789.000000	27	59	42
745420.51999664	5205995.83999634	1865.70996094	340.000000	667.000000	441.000000	1489.000000	3190.000000	53	59	51
745420.76000214	5205990.83000183	1855.34997559	753.000000	1340.000000	1273.000000	3277.000000	4380.000000	172	130	123
745418.70999908	5205993.25000000	1856.26000977	327.000000	801.000000	402.000000	2160.000000	4256.000000	48	73	49
745418.13999939	5205992.58999634	1861.61999512	214.000000	353.000000	216.000000	966.000000	2025.000000	21	25	29
745422.94000244	5205992.00999451	1864.86999512	389.000000	902.000000	478.000000	2124.000000	4244.000000	59	84	60
745422.87000275	5205991.60000610	1863.90002441	351.000000	885.000000	438.000000	2230.000000	4723.000000	53	82	53
745419.44000244	5205991.13000488	1863.93005371	311.000000	734.000000	399.000000	1781.000000	3773.000000	47	66	46
745418.55000305	5205990.83000183	1861.32995605	171.000000	556.000000	180.000000	1094.000000	2328.000000	16	47	21
745418.30999756	5205991.13999939	1857.47998047	320.000000	1106.000000	473.000000	2755.000000	4415.000000	58	105	47
745422.98999786	5205991.72000122	1855.04003906	100.000000	443.000000	239.000000	1044.000000	2174.000000	24	35	9
745420.18000031	5205990.69999695	1864.59997559	473.000000	932.000000	595.000000	2065.000000	4019.000000	75	87	74
745421.80999756	5205990.27999878	1862.68005371	372.000000	929.000000	490.000000	2317.000000	4522.000000	60	86	57
745419.70999908	5205990.83000183	1863.79003906	408.000000	1039.000000	518.000000	2600.000000	5137.000000	64	98	63
745418.68000031	5205991.50999451	1863.15002441	482.000000	976.000000	545.000000	2262.000000	4390.000000	68	91	76
745417.84999847	5205992.80999756	1863.22998047	410.000000	921.000000	593.000000	2155.000000	3385.000000	75	86	63
745423.51999664	5205991.89999390	1863.09997559	279.000000	717.000000	334.000000	1519.000000	3088.000000	38	64	40
745419.13999939	5205991.52000427	1863.92004395	283.000000	715.000000	378.000000	1735.000000	3952.000000	44	64	41
745418.00000000	5205993.14999390	1864.08996582	194.000000	419.000000	230.000000	1073.000000	2010.000000	23	32	25
745421.65000153	5205995.63999939	1865.83996582	437.000000	1302.000000	720.000000	3449.000000	7367.000000	93	126	68
745421.58999634	5205990.50000000	1863.35998535	419.000000	865.000000	540.000000	2087.000000	4075.000000	67	80	65
745418.91000366	5205992.86000061	1865.58996582	413.000000	901.000000	476.000000	2393.000000	4552.000000	58	84	64
745418.52999878	5205992.00000000	1863.85998535	523.000000	1145.000000	624.000000	2768.000000	5077.000000	79	109	83
745418.48999786	5205993.33999634	1855.89001465	565.000000	2077.000000	647.000000	4866.000000	7509.000000	83	208	90
745418.73999786	5205992.19000244	1859.55004883	134.000000	293.000000	158.000000	829.000000	2041.000000	13	19	15
745418.90000153	5205991.94999695	1856.83996582	610.000000	1429.000000	764.000000	3369.000000	6177.000000	99	139	98
745419.52999878	5205991.66999817	1858.51000977	385.000000	906.000000	480.000000	2187.000000	4018.000000	59	84	59
745421.02999878	5205990.89999390	1859.56994629	527.000000	1220.000000	659.000000	2923.000000	4709.000000	84	117	84
745419.20999908	5205992.33999634	1865.75000000	359.000000	961.000000	470.000000	2303.000000	5004.000000	57	90	54
745420.94999695	5205991.19999695	1855.59997559	561.000000	1717.000000	714.000000	4119.000000	5973.000000	92	170	90
745420.87999725	5205990.11999512	1861.41003418	453.000000	1043.000000	645.000000	2369.000000	4022.000000	82	99	71
745419.22000122	5205991.57000732	1864.84997559	372.000000	960.000000	461.000000	2356.000000	4907.000000	56	90	57
745420.22000122	5205996.33000183	1864.66003418	337.000000	821.000000	414.000000	1922.000000	3598.000000	49	75	50
745423.02999878	5205995.50999451	1863.46997070	349.000000	744.000000	456.000000	1740.000000	3632.000000	55	67	53
745420.83999634	5205991.25999451	1857.42004395	554.000000	1324.000000	722.000000	3265.000000	5258.000000	93	128	89
745420.30999756	5205991.25000000	1858.84997559	513.000000	904.000000	674.000000	2101.000000	3603.000000	87	84	81
745420.98000336	5205991.13000488	1865.56005859	391.000000	823.000000	475.000000	1984.000000	4107.000000	58	75	60
745419.69000244	5205990.33000183	1862.09997559	233.000000	548.000000	314.000000	1410.000000	3059.000000	35	46	32
745418.83000183	5205993.99000549	1866.35998535	419.000000	893.000000	496.000000	2099.000000	3631.000000	61	83	65
745423.04000092	5205991.17999268	1862.93005371	270.000000	787.000000	440.000000	1946.000000	3958.000000	53	71	39
745421.80999756	5205990.17999268	1862.44995117	355.000000	894.000000	461.000000	2172.000000	4212.000000	56	83	54
745421.12999725	5205990.46000671	1864.23999023	457.000000	987.000000	582.000000	2397.000000	4413.000000	73	93	71
745419.33999634	5205991.38999939	1864.22998047	385.000000	813.000000	476.000000	2047.000000	4012.000000	58	74	59
745419.02999878	5205992.10000610	1858.98999023	221.000000	479.000000	255.000000	1158.000000	2426.000000	27	39	30
745419.34999847	5205996.49000549	1862.93005371	317.000000	529.000000	304.000000	1345.000000	2292.000000	34	44	47
745418.52999878	5205992.14999390	1860.36999512	166.000000	261.000000	174.000000	814.000000	1910.000000	15	16	20
745420.91999817	5205990.17999268	1863.82995605	463.000000	1152.000000	618.000000	2721.000000	5326.000000	79	110	73
745420.91000366	5205990.13999939	1862.94995117	395.000000	947.000000	496.000000	2415.000000	4574.000000	61	88	61
745423.47000122	5205992.77999878	1865.59997559	409.000000	967.000000	516.000000	2127.000000	4150.000000	64	91	63
745422.61000061	5205991.30999756	1863.81994629	410.000000	1022.000000	573.000000	2479.000000	4558.000000	72	96	63
745423.26999664	5205993.05999756	1866.18005371	344.000000	914.000000	511.000000	2075.000000	4317.000000	63	85	52
745418.37000275	5205993.25000000	1865.52001953	583.000000	1093.000000	654.000000	2423.000000	4388.000000	84	104	94
745423.40000153	5205991.50999451	1862.14001465	177.000000	361.000000	266.000000	916.000000	1894.000000	28	26	22
745418.33000183	5205991.19000244	1857.47998047	327.000000	1150.000000	486.000000	2928.000000	4631.000000	60	110	49
745418.83999634	5205992.88999939	1857.43005371	193.000000	440.000000	221.000000	1195.000000	2708.000000	22	35	25
745418.55000305	5205992.27999878	1860.81994629	255.000000	604.000000	356.000000	1324.000000	2368.000000	41	52	36
745419.26000214	5205991.61000061	1859.76000977	480.000000	818.000000	521.000000	2055.000000	3484.000000	65	75	76
745418.94000244	5205991.08999634	1857.35998535	266.000000	653.000000	355.000000	1711.000000	3389.000000	41	57	38
745419.98000336	5205991.19000244	1859.93994141	222.000000	461.000000	301.000000	1262.000000	2609.000000	33	37	30
745418.55000305	5205990.83000183	1861.32995605	171.000000	556.000000	180.000000	1094.000000	2328.000000	16	47	21
745418.66000366	5205992.75000000	1858.61999512	329.000000	691.000000	355.000000	1632.000000	3125.000000	41	61	49
745419.29000092	5205992.13999939	1856.69995117	359.000000	651.000000	570.000000	1857.000000	3203.000000	72	57	54
745418.62000275	5205992.78999329	1865.31005859	526.000000	1084.000000	649.000000	2526.000000	4442.000000	83	103	84
745422.80000305	5205991.35000610	1863.66003418	479.000000	1147.000000	642.000000	2743.000000	5048.000000	82	110	75
745419.72000122	5205990.77000427	1856.77001953	493.000000	1882.000000	573.000000	4597.000000	6472.000000	72	188	78
745420.16000366	5205991.66000366	1857.90002441	251.000000	557.000000	367.000000	1215.000000	2506.000000	43	47	35
745420.87999725	5205991.08999634	1855.16003418	570.000000	1364.000000	933.000000	2990.000000	4589.000000	123	133	91
745420.87999725	5205991.25000000	1856.05004883	429.000000	971.000000	582.000000	2511.000000	4529.000000	73	91	67
745420.83999634	5205991.19000244	1856.85998535	355.000000	919.000000	539.000000	2406.000000	4551.000000	67	85	54
745421.52999878	5205990.89999390	1857.70996094	302.000000	758.000000	337.000000	1970.000000	3845.000000	38	68	44
745421.33999634	5205990.88999939	1858.75000000	237.000000	625.000000	342.000000	1731.000000	3580.000000	39	54	33
745417.69000244	5205992.63999939	1863.97998047	328.000000	773.000000	395.000000	1650.000000	3122.000000	47	70	49
745418.51000214	5205990.91999817	1861.89001465	235.000000	524.000000	241.000000	1157.000000	2407.000000	25	44	32
745418.56999969	5205992.75000000	1855.89001465	529.000000	2252.000000	576.000000	5267.000000	7706.000000	73	227	84
745420.43000031	5205990.49000549	1861.11999512	199.000000	403.000000	260.000000	1181.000000	2479.000000	27	31	26
745418.65000153	5205992.21000671	1859.82995605	105.000000	203.000000	146.000000	621.000000	1774.000000	11	9	10
745418.88999939	5205992.96000671	1856.51000977	174.000000	462.000000	208.000000	1321.000000	2641.000000	20	37	22
745423.01000214	5205992.05999756	1864.66003418	360.000000	901.000000	450.000000	2313.000000	4519.000000	55	84	54
745422.16999817	5205990.50999451	1862.92004395	436.000000	1071.000000	625.000000	2706.000000	5136.000000	80	102	68
745418.20999908	5205991.25999451	1862.42004395	303.000000	714.000000	304.000000	1460.000000	2973.000000	34	64	44
745419.79000092	5205990.36000061	1862.54003906	317.000000	827.000000	416.000000	2030.000000	4400.000000	50	76	47
745420.44999695	5205990.88999939	1855.68994141	588.000000	2410.000000	615.000000	5688.000000	7714.000000	78	243	94
745420.09999847	5205991.38999939	1856.01000977	412.000000	1103.000000	574.000000	2697.000000	4502.000000	72	105	64
745420.08000183	5205991.47000122	1857.17004395	452.000000	1017.000000	557.000000	2572.000000	4826.000000	70	96	71
745417.83000183	5205992.39999390	1863.25000000	296.000000	583.000000	291.000000	1403.000000	2722.000000	32	50	43
745420.11000061	5205991.47999573	1858.76000977	395.000000	749.000000	479.000000	1788.000000	3197.000000	59	67	61
745421.02999878	5205990.89999390	1859.56994629	517.000000	1193.000000	642.000000	2720.000000	4539.000000	82	114	82
745418.31999969	5205992.86999512	1860.28002930	108.000000	247.000000	140.000000	695.000000	1745.000000	10	14	10
745419.20999908	5205992.24000549	1865.52001953	315.000000	855.000000	450.000000	2303.000000	4528.000000	55	79	47
745419.41999817	5205991.08000183	1863.86999512	326.000000	732.000000	400.000000	1737.000000	3665.000000	47	66	48
745420.16000366	5205990.50999451	1855.97998047	550.000000	2180.000000	603.000000	5659.000000	8333.000000	76	219	88
745421.56999969	5205991.33999634	1865.57995605	452.000000	1020.000000	582.000000	2507.000000	5036.000000	73	96	71
745423.12999725	5205992.46000671	1865.56994629	329.000000	845.000000	442.000000	2103.000000	4413.000000	53	78	49
745422.16999817	5205991.47999573	1865.47998047	451.000000	992.000000	589.000000	2382.000000	4908.000000	74	93	70
745422.33999634	5205990.85000610	1862.94995117	371.000000	889.000000	482.000000	2081.000000	3991.000000	59	82	56
745418.16999817	5205991.24000549	1862.85998535	300.000000	1036.000000	311.000000	2488.000000	4602.000000	35	98	44
745420.41999817	5205990.83000183	1855.73999023	603.000000	2488.000000	623.000000	5830.000000	7764.000000	79	252	97
745420.08000183	5205991.02000427	1865.56005859	307.000000	836.000000	422.000000	2158.000000	4440.000000	51	77	45
745420.02999878	5205990.88999939	1864.61999512	442.000000	908.000000	561.000000	2184.000000	4167.000000	70	84	69
745420.98000336	5205995.99000549	1865.01000977	269.000000	724.000000	304.000000	1785.000000	3577.000000	34	65	38
745417.83000183	5205992.83000183	1863.83996582	373.000000	752.000000	375.000000	1622.000000	3192.000000	44	68	57
745418.88999939	5205991.99000549	1859.64001465	146.000000	282.000000	158.000000	881.000000	2056.000000	13	18	17
745421.27999878	5205991.24000549	1865.52001953	364.000000	985.000000	482.000000	2395.000000	5290.000000	59	92	55
745422.33999634	5205991.58000183	1865.48999023	354.000000	910.000000	496.000000	2307.000000	5216.000000	61	84	53
745420.15000153	5205991.05000305	1859.86999512	429.000000	635.000000	564.000000	1550.000000	2612.000000	71	55	67
745422.97000122	5205992.24000549	1865.55004883	387.000000	899.000000	448.000000	2149.000000	4684.000000	54	83	59
745422.65000153	5205996.02000427	1863.18994141	340.000000	908.000000	426.000000	2226.000000	4344.000000	51	84	51
745418.61000061	5205993.08999634	1855.92004395	495.000000	1577.000000	586.000000	4081.000000	6630.000000	74	155	78
745418.65000153	5205993.11999512	1858.55004883	173.000000	368.000000	189.000000	922.000000	2279.000000	17	27	22
745422.77999878	5205991.49000549	1861.04003906	347.000000	727.000000	378.000000	1543.000000	3411.000000	44	65	52
745418.90000153	5205991.94999695	1856.83996582	610.000000	1429.000000	764.000000	3369.000000	6177.000000	99	139	98
745420.30000305	5205991.02000427	1859.47998047	447.000000	833.000000	555.000000	1983.000000	3276.000000	70	76	70
745418.87000275	5205991.63999939	1863.38000488	455.000000	957.000000	524.000000	2377.000000	4449.000000	65	89	71
745423.13999939	5205991.24000549	1863.04003906	278.000000	683.000000	488.000000	1649.000000	3347.000000	60	60	40
745418.43000031	5205991.02999878	1861.79003906	215.000000	442.000000	172.000000	947.000000	2239.000000	15	35	29
745419.26000214	5205994.16999817	1866.04003906	335.000000	796.000000	391.000000	1782.000000	3539.000000	46	72	50
745419.29000092	5205994.19000244	1866.36999512	317.000000	677.000000	341.000000	1456.000000	3393.000000	39	60	47
745417.88999939	5205992.00999451	1863.20996094	160.000000	372.000000	218.000000	1020.000000	2042.000000	22	27	19
745421.13999939	5205990.21000671	1855.44995117	334.000000	689.000000	424.000000	1055.000000	1876.000000	51	61	50
745423.27999878	5205991.30999756	1862.93994141	243.000000	583.000000	320.000000	1474.000000	2909.000000	36	50	34
745421.50000000	5205995.66000366	1865.18994141	300.000000	1025.000000	348.000000	2364.000000	4752.000000	40	97	44
745418.80000305	5205991.91000366	1864.06994629	329.000000	730.000000	363.000000	1846.000000	3792.000000	42	65	49
745418.44999695	5205992.80999756	1865.35998535	542.000000	1235.000000	774.000000	2898.000000	5477.000000	101	119	86
