X	Y	Z	Scalar_field	Scalar_field_2	Scalar_field_3	Scalar_field_4	Scalar_field_5	R	G	B
745544.00000000	5205911.48000336	1828.46997070	1139.000000	1624.000000	1404.000000	2828.000000	4373.000000	191	160	191
745544.79999924	5205911.19000244	1822.41003418	485.000000	796.000000	923.000000	1580.000000	2641.000000	122	72	76
745542.93999863	5205910.47000122	1827.89001465	678.000000	1030.000000	752.000000	1872.000000	3583.000000	98	97	110
745544.04999924	5205910.81999969	1826.27001953	1143.000000	1802.000000	1355.000000	3442.000000	5036.000000	184	179	192
745543.93999863	5205910.81999969	1828.68005371	1513.000000	1931.000000	1829.000000	3409.000000	4213.000000	251	193	255
745544.08000183	5205910.77999878	1827.19995117	1134.000000	1858.000000	1388.000000	3657.000000	5185.000000	188	185	190
745544.18999863	5205910.70999908	1825.38000488	960.000000	1904.000000	1218.000000	4041.000000	5962.000000	164	190	160
745542.75000000	5205911.22000122	1826.76000977	288.000000	490.000000	329.000000	1146.000000	2359.000000	37	40	42
745542.43000031	5205911.22000122	1825.22998047	361.000000	854.000000	379.000000	1861.000000	3537.000000	44	79	55
745542.90999985	5205911.95999908	1825.18994141	416.000000	860.000000	480.000000	1885.000000	3522.000000	59	79	64
745543.54000092	5205911.62000275	1828.76000977	1061.000000	1656.000000	1317.000000	2909.000000	4270.000000	178	164	178
745543.06000137	5205911.12999725	1828.66003418	1108.000000	1622.000000	1322.000000	2846.000000	4261.000000	179	160	186
745544.27999878	5205911.56999969	1826.11999512	772.000000	1370.000000	934.000000	2888.000000	4495.000000	124	133	127
745543.31999969	5205911.51999664	1828.96997070	851.000000	1494.000000	1101.000000	2654.000000	4434.000000	147	146	141
745543.68999863	5205912.20999908	1826.30004883	701.000000	1221.000000	871.000000	2352.000000	4100.000000	115	117	114
745543.84999847	5205912.23999786	1824.55004883	407.000000	1030.000000	470.000000	2213.000000	3919.000000	57	97	63
745543.77000046	5205912.30000305	1823.68005371	308.000000	865.000000	354.000000	2198.000000	4389.000000	41	80	45
745544.06000137	5205911.12000275	1828.16003418	974.000000	1633.000000	1193.000000	2683.000000	4521.000000	161	161	162
745544.45999908	5205911.72000122	1823.67004395	572.000000	1089.000000	784.000000	2359.000000	4172.000000	102	103	92
745543.72999954	5205912.26999664	1825.43005371	437.000000	884.000000	535.000000	1970.000000	3733.000000	67	82	68
745542.75999832	5205910.80999756	1827.20996094	326.000000	587.000000	359.000000	1353.000000	2669.000000	42	50	48
745543.54999924	5205910.43000031	1827.17004395	842.000000	1827.000000	1118.000000	3561.000000	5477.000000	150	182	139
745543.58000183	5205910.72000122	1828.40002441	1426.000000	2037.000000	1788.000000	3605.000000	5000.000000	245	204	242
745542.81000137	5205911.73999786	1825.43994141	518.000000	855.000000	592.000000	1675.000000	3101.000000	75	79	82
745543.88000107	5205912.11000061	1826.34997559	646.000000	1103.000000	985.000000	2278.000000	3876.000000	131	105	105
745543.86999893	5205912.16000366	1824.59997559	375.000000	930.000000	466.000000	2006.000000	3867.000000	57	87	57
745543.79999924	5205912.18000031	1825.31005859	375.000000	848.000000	477.000000	1953.000000	3804.000000	58	78	57
745542.74000168	5205911.55000305	1825.85998535	567.000000	800.000000	634.000000	1496.000000	2818.000000	81	73	91
745543.24000168	5205912.18000031	1824.98999023	362.000000	807.000000	474.000000	1869.000000	3422.000000	58	74	55
745544.27000046	5205910.88999939	1826.32995605	1042.000000	1695.000000	1168.000000	3357.000000	4703.000000	157	168	174
745544.18999863	5205910.94999695	1825.52001953	1008.000000	2036.000000	1288.000000	4162.000000	6007.000000	174	204	168
745543.91999817	5205911.79000092	1827.56994629	613.000000	1220.000000	828.000000	2291.000000	4069.000000	108	117	99
745543.95999908	5205911.84999847	1826.76000977	645.000000	1267.000000	794.000000	2383.000000	4218.000000	104	122	104
745544.63999939	5205911.25000000	1823.23999023	560.000000	899.000000	972.000000	1975.000000	3262.000000	129	83	90
745543.81999969	5205910.72000122	1828.44995117	1804.000000	2268.000000	2197.000000	3740.000000	4818.000000	255	228	255
745544.08000183	5205910.77999878	1827.19995117	1134.000000	1858.000000	1388.000000	3657.000000	5185.000000	188	185	190
745542.77000046	5205911.51000214	1826.72998047	503.000000	897.000000	632.000000	1826.000000	3193.000000	81	83	80
745542.88999939	5205911.73999786	1826.96997070	762.000000	1406.000000	926.000000	2728.000000	4553.000000	122	137	125
745542.93999863	5205911.79000092	1826.16003418	573.000000	1034.000000	686.000000	2039.000000	3711.000000	88	98	92
745544.00000000	5205911.98000336	1825.23999023	361.000000	889.000000	491.000000	2188.000000	4126.000000	60	82	55
745544.09000015	5205912.01000214	1824.35998535	359.000000	837.000000	445.000000	1894.000000	3907.000000	54	77	54
745543.22999954	5205911.43000031	1829.13000488	872.000000	1399.000000	1051.000000	2567.000000	4187.000000	140	136	144
745543.59000015	5205912.11000061	1826.51000977	730.000000	1410.000000	889.000000	2576.000000	4488.000000	117	137	119
745544.31000137	5205911.59999847	1826.34997559	844.000000	1534.000000	1040.000000	2944.000000	4606.000000	139	151	139
745544.29999924	5205911.55000305	1825.63000488	598.000000	1202.000000	807.000000	2394.000000	4265.000000	105	115	96
745544.31999969	5205911.68000031	1824.81994629	406.000000	1086.000000	543.000000	2428.000000	4321.000000	68	103	63
745544.38999939	5205911.66999817	1823.93994141	505.000000	1096.000000	697.000000	2382.000000	4423.000000	90	104	80
745542.79000092	5205910.58999634	1827.41003418	695.000000	960.000000	705.000000	1967.000000	3725.000000	91	90	113
745542.77999878	5205911.23999786	1826.97998047	189.000000	414.000000	220.000000	1130.000000	2418.000000	22	32	24
745543.88999939	5205910.76000214	1828.34997559	1610.000000	2136.000000	1946.000000	3487.000000	4637.000000	255	214	255
745544.31000137	5205910.58999634	1824.21997070	619.000000	936.000000	697.000000	2062.000000	3390.000000	90	87	100
745542.56999969	5205911.66000366	1825.00000000	430.000000	885.000000	504.000000	1807.000000	3270.000000	62	82	67
745542.49000168	5205911.65000153	1824.82995605	391.000000	752.000000	449.000000	1597.000000	2985.000000	54	68	60
745543.72000122	5205911.91000366	1827.36999512	764.000000	1442.000000	931.000000	2738.000000	4510.000000	123	141	125
745543.86000061	5205912.04000092	1826.56005859	926.000000	1512.000000	1145.000000	2733.000000	4404.000000	154	148	154
745544.50000000	5205911.41000366	1824.84997559	520.000000	1132.000000	752.000000	2528.000000	4500.000000	98	108	83
745544.49000168	5205911.51000214	1823.86999512	423.000000	1079.000000	569.000000	2380.000000	4085.000000	72	102	66
745544.61000061	5205911.47000122	1822.98999023	426.000000	987.000000	707.000000	2094.000000	3876.000000	91	93	66
745543.84000015	5205911.97000122	1826.77001953	791.000000	1438.000000	1016.000000	2693.000000	4339.000000	135	140	130
745544.47000122	5205911.48000336	1824.91003418	500.000000	1147.000000	730.000000	2603.000000	4635.000000	94	110	79
745544.61000061	5205911.31999969	1823.25000000	397.000000	685.000000	722.000000	1439.000000	2704.000000	93	61	61
745542.86999893	5205910.48999786	1827.44995117	823.000000	1158.000000	880.000000	2184.000000	4109.000000	116	111	136
745544.47000122	5205911.54000092	1824.26000977	438.000000	1041.000000	612.000000	2273.000000	4064.000000	78	98	68
745544.08000183	5205910.77999878	1827.19995117	1134.000000	1858.000000	1388.000000	3657.000000	5185.000000	188	185	190
745543.95999908	5205910.61000061	1826.41003418	1506.000000	2273.000000	1764.000000	4173.000000	6008.000000	242	229	255
745544.22000122	5205910.75000000	1825.50000000	984.000000	2064.000000	1255.000000	4374.000000	6281.000000	169	207	164
745542.97999954	5205911.90000153	1826.10998535	685.000000	1129.000000	836.000000	2185.000000	3797.000000	110	108	112
745543.06000137	5205911.83999634	1826.97998047	719.000000	1303.000000	880.000000	2440.000000	4337.000000	116	126	117
745543.79000092	5205911.48999786	1828.85998535	835.000000	1340.000000	1087.000000	2506.000000	3865.000000	145	130	138
745542.68000031	5205911.13999939	1826.04003906	525.000000	752.000000	564.000000	1289.000000	2481.000000	71	68	83
745544.38000107	5205911.11000061	1824.16003418	1157.000000	2353.000000	1540.000000	4715.000000	6671.000000	210	237	194
745543.18000031	5205910.61000061	1827.79003906	785.000000	1245.000000	855.000000	2437.000000	4391.000000	112	120	129
745543.88000107	5205910.48000336	1826.23999023	1242.000000	1977.000000	1600.000000	3576.000000	5148.000000	219	198	209
745544.04999924	5205910.44000244	1825.18994141	591.000000	1287.000000	740.000000	3022.000000	5130.000000	96	124	95
745543.25000000	5205911.48000336	1829.13000488	803.000000	1385.000000	997.000000	2580.000000	4299.000000	133	135	132
745543.25000000	5205911.55999756	1828.31994629	695.000000	1246.000000	813.000000	2420.000000	4111.000000	106	120	113
745543.65999985	5205912.33999634	1825.66003418	708.000000	1230.000000	904.000000	2415.000000	3893.000000	119	118	116
745544.08000183	5205911.16999817	1828.17004395	891.000000	1566.000000	1093.000000	2550.000000	4476.000000	146	154	148
745543.68000031	5205912.23999786	1824.77001953	376.000000	834.000000	482.000000	2021.000000	3836.000000	59	76	57
745543.72000122	5205912.30000305	1823.90002441	268.000000	554.000000	337.000000	1526.000000	3269.000000	38	47	38
745542.79000092	5205910.70999908	1827.46997070	645.000000	900.000000	709.000000	1835.000000	3501.000000	92	83	104
745543.22999954	5205910.69999695	1827.84997559	768.000000	1492.000000	924.000000	3009.000000	4701.000000	122	146	126
745543.72000122	5205910.45999908	1826.67004395	841.000000	1556.000000	1037.000000	3324.000000	5330.000000	138	153	139
745544.38000107	5205911.11000061	1824.16003418	1157.000000	2353.000000	1540.000000	4715.000000	6671.000000	210	237	194
745544.38000107	5205910.73000336	1824.29003906	632.000000	1184.000000	895.000000	2681.000000	4064.000000	118	114	102
745543.97000122	5205912.19000244	1823.82995605	289.000000	832.000000	353.000000	1979.000000	4505.000000	41	76	42
745543.95000076	5205912.16999817	1824.76000977	389.000000	914.000000	472.000000	2070.000000	4220.000000	58	85	60
745542.88999939	5205910.52999878	1827.56005859	987.000000	1343.000000	1105.000000	2228.000000	4292.000000	148	130	165
745543.43999863	5205912.20999908	1824.98999023	401.000000	910.000000	535.000000	2142.000000	3851.000000	67	84	62
745542.95000076	5205911.40000153	1827.65002441	460.000000	936.000000	568.000000	1921.000000	3570.000000	71	87	72
745543.45000076	5205912.04000092	1826.67004395	700.000000	1224.000000	847.000000	2329.000000	4131.000000	111	118	114
745543.36999893	5205912.22000122	1825.92004395	885.000000	1491.000000	1147.000000	2684.000000	4291.000000	154	146	147
745543.45999908	5205912.23000336	1824.10998535	312.000000	961.000000	381.000000	2403.000000	4560.000000	45	90	46
745544.13999939	5205911.73000336	1827.68005371	844.000000	1392.000000	1045.000000	2501.000000	4141.000000	139	136	139
745544.11000061	5205911.77999878	1826.68994141	512.000000	1202.000000	679.000000	2364.000000	4331.000000	87	115	81
745544.18000031	5205911.76000214	1825.93005371	608.000000	1323.000000	790.000000	2678.000000	4738.000000	103	128	98
745542.86000061	5205910.83000183	1827.69995117	692.000000	1185.000000	810.000000	2244.000000	3779.000000	106	114	113
745544.18999863	5205910.94999695	1825.52001953	1009.000000	2034.000000	1290.000000	4147.000000	5987.000000	174	204	168
745544.34000015	5205910.91000366	1826.39001465	1043.000000	1711.000000	1126.000000	3431.000000	4670.000000	151	169	174
745544.22000122	5205911.83000183	1825.00000000	513.000000	1180.000000	713.000000	2381.000000	4456.000000	92	113	81
745544.08000183	5205910.77999878	1827.19995117	1134.000000	1858.000000	1388.000000	3657.000000	5185.000000	188	185	190
745544.36000061	5205911.37999725	1825.89001465	798.000000	1428.000000	1065.000000	2580.000000	4218.000000	142	139	131
745542.77000046	5205911.63999939	1825.47998047	499.000000	743.000000	575.000000	1409.000000	2623.000000	72	67	79
745543.97000122	5205911.80000305	1827.18994141	787.000000	1324.000000	954.000000	2444.000000	4063.000000	126	128	129
745544.02999878	5205911.91000366	1826.38000488	844.000000	1480.000000	978.000000	2753.000000	4500.000000	130	145	139
745544.09999847	5205911.79000092	1825.43994141	526.000000	1100.000000	744.000000	2310.000000	4373.000000	96	105	84
745544.63999939	5205911.31999969	1823.80004883	380.000000	654.000000	636.000000	1570.000000	2685.000000	81	57	58
745544.65999985	5205911.34999847	1822.76000977	426.000000	785.000000	775.000000	1765.000000	3057.000000	101	71	66
745542.77000046	5205911.55999756	1826.30004883	408.000000	690.000000	468.000000	1397.000000	2724.000000	57	61	63
745542.79999924	5205911.51999664	1827.17004395	481.000000	886.000000	582.000000	1847.000000	3364.000000	73	82	76
745543.27000046	5205912.19000244	1825.43005371	688.000000	1207.000000	845.000000	2418.000000	4104.000000	111	116	112
745543.27999878	5205912.18000031	1823.61999512	277.000000	1187.000000	277.000000	2827.000000	5043.000000	30	114	40
745543.59999847	5205910.73999786	1828.72998047	1900.000000	2400.000000	2211.000000	3795.000000	4812.000000	255	242	255
745543.99000168	5205910.65000153	1827.68005371	1048.000000	1528.000000	1222.000000	2899.000000	4057.000000	165	150	175
745543.97999954	5205910.73999786	1826.81005859	921.000000	1668.000000	1214.000000	3242.000000	4655.000000	163	165	153
745544.16999817	5205910.69000244	1825.10998535	675.000000	1477.000000	898.000000	3118.000000	4511.000000	118	145	110
745544.29000092	5205910.73999786	1824.61999512	879.000000	1693.000000	1150.000000	3581.000000	5491.000000	154	167	146
745544.27999878	5205910.59999847	1823.61999512	1236.000000	1313.000000	1369.000000	2214.000000	3474.000000	186	127	208
745544.72999954	5205911.20999908	1823.23999023	1162.000000	1768.000000	1865.000000	3819.000000	5314.000000	255	175	195
745543.97999954	5205910.58000183	1825.96997070	1228.000000	2099.000000	1465.000000	4233.000000	6029.000000	199	211	207
745543.02999878	5205911.38999939	1828.03002930	695.000000	1197.000000	821.000000	2256.000000	3907.000000	107	115	113
745543.41999817	5205912.16000366	1826.23999023	852.000000	1490.000000	1018.000000	2707.000000	4523.000000	136	146	141
745543.36000061	5205912.23000336	1824.55004883	273.000000	898.000000	355.000000	2056.000000	3763.000000	41	83	39
745544.11999893	5205911.65000153	1828.00000000	1038.000000	1824.000000	1413.000000	3249.000000	4678.000000	192	181	174
745544.11000061	5205911.73000336	1827.18005371	569.000000	1135.000000	756.000000	2264.000000	3923.000000	98	108	91
745544.20000076	5205911.73999786	1825.43005371	609.000000	1207.000000	806.000000	2340.000000	4324.000000	105	116	98
745544.25999832	5205911.62999725	1826.23999023	757.000000	1443.000000	969.000000	2932.000000	4579.000000	129	141	124
745543.06999969	5205911.62999725	1827.83996582	658.000000	1235.000000	810.000000	2349.000000	4193.000000	106	119	107
745543.56000137	5205912.23000336	1826.03002930	848.000000	1437.000000	1101.000000	2699.000000	4349.000000	147	140	140
745543.36000061	5205912.19999695	1823.61999512	285.000000	1149.000000	283.000000	2835.000000	5012.000000	31	110	41
745543.61000061	5205912.30000305	1825.16003418	482.000000	968.000000	599.000000	2149.000000	3698.000000	76	91	76
745543.54999924	5205912.27999878	1824.28002930	342.000000	979.000000	391.000000	2390.000000	4603.000000	46	92	51
745544.29000092	5205911.88999939	1823.46997070	307.000000	857.000000	375.000000	2239.000000	4411.000000	44	79	45
745544.22000122	5205911.90000153	1824.34997559	437.000000	1006.000000	568.000000	2220.000000	4393.000000	71	95	68
745543.25999832	5205911.77999878	1827.80004883	746.000000	1469.000000	919.000000	2778.000000	4691.000000	121	144	122
745543.20999908	5205911.88999939	1826.97998047	656.000000	1194.000000	818.000000	2285.000000	4081.000000	107	115	106
745543.95999908	5205911.36000061	1828.68005371	892.000000	1440.000000	1234.000000	2409.000000	4089.000000	166	141	148
745543.65000153	5205910.45999908	1827.60998535	1265.000000	1982.000000	1574.000000	3863.000000	5585.000000	215	198	213
745543.72000122	5205910.44999695	1826.72998047	942.000000	1721.000000	1158.000000	3507.000000	5404.000000	156	170	157
745542.45999908	5205911.00000000	1825.47998047	480.000000	871.000000	503.000000	1842.000000	3478.000000	62	80	76
745544.11999893	5205912.01000214	1823.70996094	277.000000	679.000000	367.000000	1486.000000	3285.000000	43	60	40
745542.91999817	5205911.73000336	1826.31005859	618.000000	1052.000000	765.000000	2039.000000	3704.000000	99	100	100
745542.90000153	5205911.72000122	1827.18994141	741.000000	1323.000000	882.000000	2667.000000	4539.000000	116	128	121
745544.09999847	5205912.00000000	1824.53002930	429.000000	1025.000000	574.000000	2155.000000	4135.000000	72	97	67
745543.50000000	5205912.26999664	1823.45996094	292.000000	779.000000	242.000000	2383.000000	4722.000000	25	71	43
745542.61000061	5205910.87000275	1826.06994629	363.000000	524.000000	401.000000	1003.000000	2024.000000	48	44	55
745542.68999863	5205910.80999756	1826.88000488	515.000000	863.000000	585.000000	1832.000000	3572.000000	74	79	82
745542.75999832	5205911.06999969	1826.95996094	356.000000	743.000000	368.000000	1796.000000	3537.000000	43	67	54
745543.40000153	5205910.48999786	1827.22998047	803.000000	1669.000000	991.000000	3377.000000	5168.000000	132	165	132
745544.34000015	5205910.91000366	1826.39001465	1043.000000	1711.000000	1126.000000	3431.000000	4670.000000	151	169	174
745544.31000137	5205910.79000092	1824.61999512	927.000000	1857.000000	1211.000000	3889.000000	5956.000000	163	185	154
745543.50000000	5205910.51000214	1827.78002930	1475.000000	2315.000000	1781.000000	4010.000000	5475.000000	244	233	250
745543.11999893	5205911.58000183	1828.05004883	784.000000	1332.000000	911.000000	2454.000000	4208.000000	120	129	129
745544.31000137	5205911.91999817	1823.64001465	359.000000	898.000000	486.000000	2157.000000	4291.000000	60	83	54
745544.16999817	5205911.90000153	1824.52001953	420.000000	972.000000	538.000000	2116.000000	4322.000000	67	91	65
745542.84000015	5205911.75000000	1825.81994629	605.000000	947.000000	688.000000	1850.000000	3383.000000	89	88	97
745544.08000183	5205911.94999695	1825.78002930	293.000000	835.000000	501.000000	1886.000000	3813.000000	62	77	43
745543.54999924	5205912.23000336	1823.56994629	308.000000	907.000000	279.000000	2557.000000	4772.000000	30	84	45
745542.65999985	5205910.81999969	1826.28002930	616.000000	832.000000	754.000000	1505.000000	2685.000000	98	76	99
745542.75999832	5205910.93000031	1827.21997070	334.000000	637.000000	397.000000	1506.000000	2766.000000	47	56	50
745542.88999939	5205911.76000214	1826.76000977	806.000000	1357.000000	970.000000	2595.000000	4100.000000	129	132	133
745544.08000183	5205911.90000153	1825.01000977	408.000000	928.000000	613.000000	2168.000000	4186.000000	78	86	63
745543.45000076	5205910.47000122	1827.22998047	822.000000	1737.000000	1049.000000	3452.000000	5301.000000	140	172	136
745542.72000122	5205911.51999664	1825.64001465	688.000000	937.000000	785.000000	1674.000000	2903.000000	102	87	112
745543.97000122	5205911.77999878	1827.45996094	628.000000	1198.000000	822.000000	2329.000000	3949.000000	108	115	102
745544.02999878	5205911.90000153	1826.48999023	858.000000	1484.000000	965.000000	2740.000000	4461.000000	128	145	142
745544.63999939	5205911.31999969	1823.80004883	376.000000	652.000000	621.000000	1565.000000	2716.000000	79	57	57
745544.58000183	5205911.41999817	1823.04003906	468.000000	966.000000	789.000000	2079.000000	3719.000000	103	90	73
745542.79999924	5205911.58000183	1826.52001953	447.000000	803.000000	569.000000	1566.000000	2887.000000	72	73	70
745542.88000107	5205911.52999878	1827.32995605	442.000000	905.000000	563.000000	1980.000000	3412.000000	71	84	69
745543.38000107	5205912.22000122	1823.94995117	283.000000	777.000000	290.000000	2067.000000	4102.000000	32	70	41
745544.40000153	5205910.79000092	1824.18005371	537.000000	1132.000000	735.000000	2537.000000	4094.000000	95	108	86
745544.31000137	5205910.79000092	1824.68005371	942.000000	1727.000000	1208.000000	3696.000000	5480.000000	163	171	157
745543.22999954	5205910.58999634	1827.68005371	620.000000	917.000000	687.000000	1955.000000	3251.000000	88	85	100
745543.97000122	5205911.83000183	1826.92004395	735.000000	1445.000000	890.000000	2662.000000	4452.000000	117	141	120
745544.02999878	5205911.94000244	1826.10998535	569.000000	1146.000000	745.000000	2292.000000	4123.000000	97	109	91
745543.36000061	5205912.20999908	1824.77001953	349.000000	867.000000	449.000000	1942.000000	3612.000000	54	80	53
745543.02999878	5205911.37000275	1828.18994141	752.000000	1405.000000	907.000000	2554.000000	4287.000000	120	137	123
745543.47000122	5205912.09999847	1826.56994629	742.000000	1365.000000	920.000000	2478.000000	4340.000000	122	133	122
745543.36999893	5205912.23999786	1825.65002441	841.000000	1379.000000	1078.000000	2571.000000	4158.000000	144	134	139
745544.11999893	5205911.70999908	1827.40002441	772.000000	1233.000000	985.000000	2344.000000	4027.000000	131	119	127
745544.15999985	5205911.76000214	1826.64001465	540.000000	1267.000000	752.000000	2481.000000	4368.000000	98	122	86
745544.15000153	5205911.75000000	1825.54003906	579.000000	1160.000000	802.000000	2260.000000	4254.000000	105	111	93
745544.25000000	5205911.76999664	1824.82995605	478.000000	1134.000000	608.000000	2631.000000	4578.000000	77	108	75
745543.38000107	5205912.22000122	1823.94995117	294.000000	811.000000	311.000000	2137.000000	4155.000000	35	74	43
745543.52000046	5205910.40000153	1827.00000000	735.000000	1848.000000	998.000000	3758.000000	5498.000000	133	184	120
745544.70000076	5205911.33999634	1822.58996582	489.000000	751.000000	843.000000	1647.000000	2822.000000	111	68	77
745543.15000153	5205912.08000183	1825.25000000	502.000000	900.000000	621.000000	2018.000000	3576.000000	79	83	79
745543.15000153	5205912.00000000	1826.06994629	650.000000	1063.000000	764.000000	2133.000000	3684.000000	99	101	105
745543.90000153	5205911.70999908	1827.83996582	1049.000000	1601.000000	1255.000000	2830.000000	4255.000000	169	158	175
745544.70999908	5205911.22000122	1822.64001465	460.000000	701.000000	831.000000	1427.000000	2518.000000	109	62	72
745542.70000076	5205911.30999756	1826.05004883	530.000000	747.000000	542.000000	1382.000000	2629.000000	68	67	84
745542.52999878	5205911.01000214	1825.58996582	409.000000	760.000000	436.000000	1572.000000	3010.000000	53	69	63
745542.84000015	5205911.76999664	1825.66003418	547.000000	859.000000	678.000000	1698.000000	2967.000000	87	79	87
745544.18999863	5205912.01999664	1823.86999512	343.000000	869.000000	429.000000	2023.000000	4269.000000	52	80	51
745544.08000183	5205911.94999695	1825.72998047	283.000000	819.000000	495.000000	1856.000000	3784.000000	61	75	41
745542.84000015	5205911.68000031	1826.53002930	730.000000	1234.000000	960.000000	2204.000000	3703.000000	127	119	119
745542.95000076	5205911.68000031	1827.34997559	662.000000	1285.000000	820.000000	2614.000000	4322.000000	107	124	107
745544.04999924	5205912.00000000	1824.75000000	466.000000	1145.000000	632.000000	2457.000000	4518.000000	81	109	73
745543.52999878	5205910.44999695	1827.71997070	1319.000000	2191.000000	1580.000000	4115.000000	5895.000000	216	220	223
745543.40000153	5205910.48999786	1827.22998047	803.000000	1669.000000	991.000000	3377.000000	5168.000000	132	165	132
745544.34000015	5205910.91000366	1826.39001465	1043.000000	1711.000000	1126.000000	3431.000000	4670.000000	151	169	174
745544.31000137	5205910.79000092	1824.68005371	938.000000	1767.000000	1209.000000	3755.000000	5626.000000	163	175	156
745544.47999954	5205910.83999634	1823.92004395	570.000000	1205.000000	732.000000	2525.000000	4270.000000	95	116	91
745542.99000168	5205910.91999817	1828.04003906	949.000000	1623.000000	1101.000000	3137.000000	4841.000000	147	160	158
745543.38999939	5205911.76000214	1828.06994629	902.000000	1550.000000	1066.000000	2880.000000	4685.000000	142	152	150
745543.41999817	5205911.59999847	1828.86999512	1061.000000	1691.000000	1301.000000	2921.000000	4520.000000	176	167	178
745544.08000183	5205911.16999817	1828.17004395	891.000000	1566.000000	1093.000000	2550.000000	4476.000000	146	154	148
745543.38000107	5205910.90000153	1828.80004883	1303.000000	1710.000000	1618.000000	2926.000000	4041.000000	221	169	220
745544.25999832	5205910.48000336	1824.31994629	994.000000	1230.000000	1162.000000	2213.000000	3593.000000	156	118	166
745542.61000061	5205910.91000366	1825.68994141	368.000000	653.000000	403.000000	1212.000000	2330.000000	48	57	56
745543.58000183	5205912.26999664	1824.89001465	392.000000	907.000000	533.000000	2113.000000	3866.000000	66	84	60
745543.56000137	5205912.26999664	1825.65002441	663.000000	1165.000000	859.000000	2273.000000	3765.000000	113	111	108
745544.25999832	5205911.91000366	1823.91003418	412.000000	966.000000	521.000000	2199.000000	4487.000000	65	90	64
745544.33000183	5205911.90000153	1823.08996582	276.000000	731.000000	378.000000	1850.000000	3828.000000	44	65	40
745543.00000000	5205911.62000275	1827.67004395	608.000000	1204.000000	738.000000	2435.000000	4228.000000	96	116	98
745543.56000137	5205912.23999786	1825.92004395	812.000000	1388.000000	1074.000000	2534.000000	4106.000000	144	135	134
745543.52999878	5205912.29000092	1825.00000000	429.000000	963.000000	578.000000	2177.000000	3908.000000	73	90	67
745543.54999924	5205912.29000092	1824.18005371	330.000000	949.000000	373.000000	2335.000000	4674.000000	44	89	49
745544.33000183	5205911.88999939	1823.15002441	262.000000	743.000000	350.000000	1821.000000	3952.000000	40	67	37
745543.52999878	5205912.26000214	1824.01000977	264.000000	695.000000	307.000000	1859.000000	3887.000000	34	62	38
745542.70999908	5205910.90000153	1826.51000977	386.000000	537.000000	416.000000	1001.000000	2021.000000	50	45	59
745544.31999969	5205911.86000061	1824.18005371	485.000000	1072.000000	688.000000	2409.000000	4441.000000	89	102	76
745542.61000061	5205910.87999725	1825.90002441	411.000000	640.000000	431.000000	1195.000000	2332.000000	52	56	63
745542.70999908	5205910.87000275	1826.78002930	507.000000	793.000000	546.000000	1547.000000	3006.000000	68	72	80
745544.25999832	5205910.55000305	1823.60998535	1335.000000	1354.000000	1450.000000	2200.000000	3438.000000	197	132	226
745543.40000153	5205910.48999786	1827.28002930	829.000000	1691.000000	1026.000000	3424.000000	5247.000000	137	167	137
745542.47000122	5205911.45999908	1824.97998047	430.000000	886.000000	481.000000	1815.000000	3286.000000	59	82	67
745543.70000076	5205911.83000183	1827.63000488	616.000000	1226.000000	797.000000	2368.000000	4162.000000	104	118	99
745544.45000076	5205911.43000031	1824.90002441	497.000000	1131.000000	734.000000	2546.000000	4630.000000	95	108	79
745543.72000122	5205911.30000305	1830.47998047	1031.000000	1551.000000	1466.000000	2591.000000	4004.000000	199	152	172
745543.75000000	5205910.73000336	1829.32995605	1370.000000	2278.000000	1763.000000	4426.000000	6531.000000	242	230	232
745543.31000137	5205911.01000214	1829.84997559	1357.000000	1550.000000	1508.000000	2521.000000	3742.000000	205	152	230
745543.54000092	5205911.08999634	1831.11999512	1971.000000	2163.000000	2325.000000	3125.000000	4155.000000	255	217	255
745543.15999985	5205911.22000122	1829.77001953	1829.000000	2504.000000	2341.000000	4236.000000	5885.000000	255	253	255
745543.25999832	5205911.26999664	1829.98999023	1181.000000	1661.000000	1529.000000	2725.000000	4115.000000	208	164	199
745543.58000183	5205911.16999817	1831.29003906	1511.000000	1669.000000	1794.000000	2457.000000	3497.000000	246	165	255
745543.74000168	5205911.45999908	1829.34997559	1180.000000	1688.000000	1450.000000	2964.000000	4572.000000	197	167	198
745543.90000153	5205910.81999969	1830.16003418	1924.000000	2427.000000	2401.000000	3857.000000	5056.000000	255	245	255
745543.38000107	5205910.93000031	1829.68005371	1154.000000	1384.000000	1422.000000	2312.000000	3298.000000	193	135	194
745543.79999924	5205910.91999817	1830.88000488	2479.000000	2700.000000	2936.000000	3846.000000	4857.000000	255	255	255
745543.81000137	5205910.95999908	1831.70996094	1066.000000	1772.000000	1464.000000	3482.000000	5523.000000	199	176	178
745543.61000061	5205910.84999847	1830.05004883	1460.000000	2226.000000	1953.000000	3957.000000	5100.000000	255	224	248
745543.43999863	5205910.94000244	1830.67004395	1499.000000	1839.000000	1887.000000	3073.000000	3815.000000	255	183	254
745543.38999939	5205911.18000031	1830.91003418	1466.000000	1864.000000	1823.000000	2719.000000	4059.000000	250	186	249
745543.31000137	5205911.20999908	1830.31005859	1471.000000	1831.000000	1708.000000	2908.000000	4341.000000	234	182	250
745543.40999985	5205911.20999908	1831.07995605	1690.000000	1976.000000	1983.000000	2908.000000	4231.000000	255	197	255
745543.18000031	5205911.06999969	1829.31005859	1134.000000	1467.000000	1352.000000	2423.000000	3584.000000	183	144	190
